is:open created:{{param|relative_date}},>1|today,3..1|last 3 days,7..4|last week,14..8|last 2 weeks,30..15|last month,90..31|last 3 months,180..91|last 6 months,<180|more than 6 months
2023-01-31,32,16,23,43,70,154,150,156
2023-01-30,11,20,27,44,65,469,0,0
2023-01-29,20,15,30,47,70,487,0,0
2023-01-28,19,17,30,44,72,485,0,0
2023-01-27,13,26,36,43,70,484,0,0
2023-01-26,16,33,40,54,75,485,0,0
2023-01-25,30,29,32,44,74,485,0,0
2023-01-24,17,32,36,41,67,486,0,0
2023-01-23,20,36,32,40,64,489,0,0
2023-01-22,27,37,40,40,64,488,0,0
2023-01-21,32,26,29,35,61,490,0,0
2023-01-20,25,33,32,33,58,489,0,0
2023-01-19,24,37,32,36,56,489,0,0
2023-01-18,31,28,30,40,52,489,0,0
2023-01-17,20,29,24,42,53,488,0,0
2023-01-16,22,33,22,42,55,485,0,0
2023-01-15,28,26,21,39,59,482,0,0
2023-01-14,20,28,28,37,60,484,0,0
2023-01-13,26,27,24,35,57,485,0,0
2023-01-12,27,29,26,38,63,483,0,0
2023-01-11,23,36,30,32,69,476,0,0
2023-01-10,29,24,34,35,73,473,0,0
2023-01-09,20,22,35,36,81,476,0,0
2023-01-08,18,23,30,33,82,483,0,0
2023-01-07,21,29,21,30,78,485,0,0
2023-01-06,19,35,19,30,74,487,0,0
2023-01-05,23,36,22,31,78,481,0,0
2023-01-04,28,21,27,29,81,478,0,0
2023-01-03,22,17,26,30,82,479,0,0
2023-01-02,10,20,21,38,78,480,0,0
2023-01-01,11,28,14,39,69,487,0,0
2022-12-31,22,26,10,40,66,486,0,0
2022-12-30,22,18,15,40,66,486,0,0
2022-12-29,22,17,23,43,68,486,0,0
2022-12-28,19,9,24,44,69,488,0,0
2022-12-27,10,10,24,44,60,489,0,0
2022-12-26,7,18,25,53,56,488,0,0
2022-12-25,12,21,22,51,54,485,0,0
2022-12-24,20,21,29,50,58,480,0,0
2022-12-23,25,19,26,49,57,478,0,0
2022-12-22,25,25,32,50,62,476,0,0
2022-12-21,21,19,23,46,58,471,0,0
2022-12-20,23,27,23,41,57,469,0,0
2022-12-19,17,32,36,37,54,469,0,0
2022-12-18,29,20,45,38,52,471,0,0
2022-12-17,22,19,39,36,60,463,0,0
2022-12-16,20,28,30,31,63,463,0,0
2022-12-15,24,38,21,33,64,462,0,0
2022-12-14,22,47,27,29,69,457,0,0
2022-12-13,39,23,31,26,69,453,0,0
2022-12-12,24,20,30,30,69,451,0,0
2022-12-11,15,31,31,31,70,452,0,0
2022-12-10,23,26,22,32,67,454,0,0
2022-12-09,27,35,22,34,70,449,0,0
2022-12-08,18,36,20,34,73,445,0,0
2022-12-07,33,27,20,35,77,437,0,0
2022-12-06,29,30,20,38,78,433,0,0
2022-12-05,20,20,21,39,82,426,0,0
2022-12-04,21,26,23,38,86,425,0,0
2022-12-03,20,28,27,29,87,425,0,0
2022-12-02,24,17,30,24,81,422,0,0
2022-12-01,17,27,32,32,79,420,0,0
2022-11-30,21,27,31,37,78,421,0,0
2022-11-29,25,26,18,36,72,420,0,0
2022-11-28,17,44,21,39,74,415,0,0
2022-11-27,27,36,20,42,77,446,0,0
2022-11-26,31,19,19,46,82,440,0,0
2022-11-25,20,28,15,37,85,437,0,0
2022-11-24,20,24,25,34,83,435,0,0
2022-11-23,23,20,27,38,83,434,0,0
2022-11-22,19,25,36,37,78,439,0,0
2022-11-21,20,19,36,41,77,441,0,0
2022-11-20,20,27,32,44,77,439,0,0
2022-11-19,16,43,26,47,80,438,0,0
2022-11-18,32,40,23,52,82,439,0,0
2022-11-17,25,28,18,50,78,440,0,0
2022-11-16,24,29,21,50,84,435,0,0
2022-11-15,25,35,28,46,86,436,0,0
2022-11-14,24,26,37,40,87,434,0,0
2022-11-13,20,24,38,36,83,431,0,0
2022-11-12,19,27,39,41,83,430,0,0
2022-11-11,15,32,33,44,83,431,0,0
2022-11-10,26,36,30,45,82,435,0,0
2022-11-09,24,46,34,50,82,433,0,0
2022-11-08,32,34,32,53,73,433,0,0
2022-11-07,30,33,26,61,66,435,0,0
2022-11-06,23,32,20,60,63,439,0,0
2022-11-05,26,36,24,60,61,440,0,0
2022-11-04,27,34,34,54,60,441,0,0
2022-11-03,31,18,41,54,59,441,0,0
2022-11-02,19,18,44,51,57,441,0,0
2022-11-01,18,26,37,46,58,438,0,0
2022-10-31,18,34,34,44,55,442,0,0
2022-10-30,24,38,34,44,53,443,0,0
2022-10-29,25,38,38,39,57,440,0,0
2022-10-28,34,31,36,38,56,437,0,0
2022-10-27,33,35,35,42,54,433,0,0
2022-10-26,28,34,31,45,57,431,0,0
2022-10-25,26,35,27,42,57,427,0,0
2022-10-24,23,36,23,41,64,431,0,0
2022-10-23,26,36,28,39,67,433,0,0
2022-10-22,32,31,25,32,66,432,0,0
2022-10-21,23,25,26,29,66,432,0,0
2022-10-20,24,25,26,26,63,428,0,0
2022-10-19,28,26,33,32,58,430,0,0
2022-10-18,24,21,28,31,65,425,0,0
2022-10-17,21,24,27,30,67,420,0,0
2022-10-16,16,26,18,36,73,418,0,0
2022-10-15,23,32,17,33,76,419,0,0
2022-10-14,26,25,17,34,71,417,0,0
2022-10-13,27,19,16,33,66,417,0,0
2022-10-12,15,24,31,35,62,417,0,0
2022-10-11,22,16,34,42,72,413,0,0
2022-10-10,18,15,31,40,68,412,0,0
2022-10-09,9,24,28,50,65,413,0,0
2022-10-08,21,25,20,52,67,413,0,0
2022-10-07,18,28,21,48,76,407,0,0
2022-10-06,21,22,18,38,71,409,0,0
2022-10-05,19,23,32,37,67,412,0,0
2022-10-04,15,22,38,37,68,411,0,0
2022-10-03,24,14,35,31,66,413,0,0
2022-10-02,12,26,30,36,63,417,0,0
2022-10-01,16,40,29,37,65,415,0,0
2022-09-30,25,37,28,41,62,416,0,0
2022-09-29,34,30,19,39,62,415,0,0
2022-09-28,31,30,19,37,67,413,0,0
2022-09-27,25,26,17,36,67,412,0,0
2022-09-26,24,27,21,31,63,408,0,0
2022-09-25,18,20,27,35,63,410,0,0
2022-09-24,29,20,24,35,65,407,0,0
2022-09-23,20,36,25,34,62,407,0,0
2022-09-22,32,32,22,35,59,413,0,0
2022-09-21,30,25,24,39,59,416,0,0
2022-09-20,20,30,24,37,63,414,0,0
2022-09-19,22,21,21,34,64,411,0,0
2022-09-18,17,27,19,32,63,407,0,0
2022-09-17,23,35,23,34,61,408,0,0
2022-09-16,24,33,21,32,61,404,0,0
2022-09-15,32,22,24,33,62,405,0,0
2022-09-14,16,23,24,33,66,400,0,0
2022-09-13,20,19,22,33,66,401,0,0
2022-09-12,20,16,17,35,70,399,0,0
2022-09-11,7,23,16,32,71,399,0,0
2022-09-10,20,22,21,29,73,400,0,0
2022-09-09,26,20,27,29,67,398,0,0
2022-09-08,16,24,29,38,68,396,0,0
2022-09-07,30,22,25,38,74,395,0,0
2022-09-06,22,29,18,32,77,394,0,0
2022-09-05,20,31,20,32,76,392,0,0
2022-09-04,23,28,17,31,78,389,0,0
2022-09-03,28,17,20,31,74,388,0,0
2022-09-02,22,22,18,35,80,387,0,0
2022-09-01,14,20,25,33,80,385,0,0
2022-08-31,19,20,34,45,82,382,0,0
2022-08-30,22,17,29,46,76,388,0,0
2022-08-29,10,25,26,49,76,389,0,0
2022-08-28,16,30,25,48,77,388,0,0
2022-08-27,25,34,33,52,70,390,0,0
2022-08-26,22,31,37,52,76,390,0,0
2022-08-25,25,21,41,55,84,387,0,0
2022-08-24,23,22,34,54,83,387,0,0
2022-08-23,16,34,26,51,85,385,0,0
2022-08-22,21,36,34,46,88,390,0,0
2022-08-21,23,35,37,42,87,388,0,0
2022-08-20,27,36,42,41,89,387,0,0
2022-08-19,20,31,34,40,91,386,0,0
2022-08-18,24,38,29,39,91,383,0,0
2022-08-17,21,37,26,36,89,382,0,0
2022-08-16,27,28,29,41,89,377,0,0
2022-08-15,17,33,28,43,93,374,0,0
2022-08-14,29,31,28,37,83,372,0,0
2022-08-13,21,25,24,48,74,375,0,0
2022-08-12,15,34,25,56,76,373,0,0
2022-08-11,21,28,24,52,74,375,0,0
2022-08-10,32,26,24,56,69,376,0,0
2022-08-09,18,31,30,55,70,373,0,0
2022-08-08,17,23,35,56,69,374,0,0
2022-08-07,19,18,29,45,70,372,0,0
2022-08-06,12,27,35,36,67,370,0,0
2022-08-05,12,29,34,40,61,372,0,0
2022-08-04,28,32,38,39,62,370,0,0
2022-08-03,23,23,35,36,57,367,0,0
2022-08-02,26,27,36,41,65,363,0,0
2022-08-01,17,37,34,45,65,364,0,0
2022-07-31,22,26,24,50,61,364,0,0
2022-07-30,29,28,14,49,66,365,0,0
2022-07-29,17,39,22,48,64,363,0,0
2022-07-28,23,33,25,39,63,360,0,0
2022-07-27,31,27,35,32,65,361,0,0
2022-07-26,27,21,36,37,69,360,0,0
2022-07-25,19,23,31,35,71,361,0,0
2022-07-24,10,30,28,33,72,372,0,0
2022-07-23,27,26,24,34,71,379,0,0
2022-07-22,13,35,24,31,74,377,0,0
2022-07-21,24,27,24,33,76,375,0,0
2022-07-20,24,23,19,28,72,376,0,0
2022-07-19,23,29,22,35,69,381,0,0
2022-07-18,17,25,21,36,65,377,0,0
2022-07-17,23,17,19,45,68,371,0,0
2022-07-16,17,19,18,40,69,369,0,0
2022-07-15,17,19,27,42,64,370,0,0
2022-07-14,11,16,27,49,67,370,0,0
2022-07-13,15,21,29,44,72,370,0,0
2022-07-12,18,22,28,43,67,368,0,0
2022-07-11,16,28,23,40,65,370,0,0
2022-07-10,17,29,32,42,67,367,0,0
2022-07-09,22,22,26,39,65,364,0,0
2022-07-08,19,21,33,45,66,364,0,0
2022-07-07,10,24,32,43,64,366,0,0
2022-07-06,25,27,31,44,61,365,0,0
2022-07-05,21,35,30,44,63,365,0,0
2022-07-04,23,37,31,41,64,365,0,0
2022-07-03,19,32,32,35,64,365,0,0
2022-07-02,26,28,32,30,55,368,0,0
2022-07-01,31,32,33,38,52,371,0,0
2022-06-30,25,29,28,34,56,366,0,0
2022-06-29,26,30,29,28,56,365,0,0
2022-06-28,27,34,35,32,56,361,0,0
2022-06-27,23,28,31,36,57,361,0,0
2022-06-26,25,23,23,37,59,362,0,0
2022-06-25,16,30,18,26,60,360,0,0
2022-06-24,17,42,28,30,60,359,0,0
2022-06-23,27,28,28,29,61,357,0,0
2022-06-22,22,18,30,30,65,357,0,0
2022-06-21,22,13,21,31,64,358,0,0
2022-06-20,8,29,22,36,62,367,0,0
2022-06-19,16,28,20,39,62,368,0,0
2022-06-18,24,20,16,40,61,373,0,0
2022-06-17,14,26,17,43,65,370,0,0
2022-06-16,22,24,21,41,65,370,0,0
2022-06-15,25,17,24,34,63,371,0,0
2022-06-14,14,13,29,30,61,377,0,0
2022-06-13,11,19,32,31,54,374,0,0
2022-06-12,13,23,29,37,51,375,0,0
2022-06-11,24,27,23,33,53,377,0,0
2022-06-10,18,27,22,28,52,377,0,0
2022-06-09,25,28,23,33,50,376,0,0
2022-06-08,28,21,21,34,54,374,0,0
2022-06-07,17,16,17,35,54,372,0,0
2022-06-06,18,24,17,35,55,370,0,0
2022-06-05,12,26,27,36,58,368,0,0
2022-06-04,27,12,23,33,59,367,0,0
2022-06-03,17,16,25,33,60,369,0,0
2022-06-02,10,23,21,34,56,371,0,0
2022-06-01,23,21,24,39,56,372,0,0
2022-05-31,16,24,30,31,57,370,0,0
2022-05-30,22,21,29,29,62,365,0,0
2022-05-29,20,21,28,31,66,363,0,0
2022-05-28,17,25,22,29,68,359,0,0
2022-05-27,17,20,18,30,67,360,0,0
2022-05-26,15,25,17,25,65,361,0,0
2022-05-25,22,26,29,30,64,362,0,0
2022-05-24,22,18,24,31,56,364,0,0
2022-05-23,22,12,23,38,54,366,0,0
2022-05-22,8,23,14,39,54,370,0,0
2022-05-21,19,25,15,38,54,368,0,0
2022-05-20,21,23,17,41,53,370,0,0
2022-05-19,21,15,21,42,48,370,0,0
2022-05-18,18,11,22,43,53,371,0,0
2022-05-17,11,11,25,34,51,372,0,0
2022-05-16,6,19,32,33,50,369,0,0
2022-05-15,11,22,33,33,48,366,0,0
2022-05-14,20,19,26,30,48,366,0,0
2022-05-13,15,27,20,31,46,366,0,0
2022-05-12,16,31,21,31,51,362,0,0
2022-05-11,25,23,23,33,57,358,0,0
2022-05-10,20,21,22,34,57,355,0,0
2022-05-09,14,21,17,36,66,351,0,0
2022-05-08,15,23,18,32,67,352,0,0
2022-05-07,21,23,22,32,69,350,0,0
2022-05-06,18,21,24,27,67,352,0,0
2022-05-05,15,27,29,28,71,350,0,0
2022-05-04,19,29,27,27,73,347,0,0
2022-05-03,20,28,24,24,72,347,0,0
2022-05-02,19,26,21,29,71,346,0,0
2022-05-01,17,27,16,27,74,341,0,0
2022-04-30,17,25,17,25,74,340,0,0
2022-04-29,21,24,14,23,77,336,0,0
2022-04-28,19,28,21,25,77,338,0,0
2022-04-27,18,19,16,26,72,337,0,0
2022-04-26,24,13,17,32,74,332,0,0
2022-04-25,8,14,16,40,68,335,0,0
2022-04-24,10,18,16,42,64,333,0,0
2022-04-23,12,17,16,45,65,336,0,0
2022-04-22,14,18,22,47,61,334,0,0
2022-04-21,14,19,19,51,65,331,0,0
2022-04-20,19,19,20,45,65,328,0,0
2022-04-19,11,21,23,43,64,329,0,0
2022-04-18,17,22,29,41,66,327,0,0
2022-04-17,16,20,31,35,65,326,0,0
2022-04-16,19,27,33,33,68,328,0,0
2022-04-15,18,31,33,30,74,326,0,0
2022-04-14,18,24,31,30,72,325,0,0
2022-04-13,24,27,24,29,72,326,0,0
2022-04-12,17,34,29,27,70,327,0,0
2022-04-11,29,29,26,32,64,331,0,0
2022-04-10,22,30,20,44,70,327,0,0
2022-04-09,26,31,16,43,70,325,0,0
2022-04-08,27,23,16,47,70,325,0,0
2022-04-07,19,26,19,43,68,324,0,0
2022-04-06,28,16,25,46,63,324,0,0
2022-04-05,20,16,27,48,60,327,0,0
2022-04-04,6,22,29,38,62,324,0,0
2022-04-03,14,19,35,39,61,323,0,0
2022-04-02,19,24,32,37,60,323,0,0
2022-04-01,19,24,36,36,57,321,0,0
2022-03-31,22,20,21,37,56,318,0,0
2022-03-30,16,29,26,40,56,324,0,0
2022-03-29,9,30,26,38,56,324,0,0
2022-03-28,27,25,26,39,58,323,0,0
2022-03-27,16,23,23,35,57,326,0,0
2022-03-26,19,19,25,38,51,326,0,0
2022-03-25,16,20,20,37,46,325,0,0
2022-03-24,17,19,22,35,51,324,0,0
2022-03-23,15,19,27,33,53,325,0,0
2022-03-22,14,20,27,31,54,323,0,0
2022-03-21,11,22,23,30,51,322,0,0
2022-03-20,20,19,16,31,52,332,0,0
2022-03-19,14,28,15,29,53,334,0,0
2022-03-18,15,31,18,27,56,335,0,0
2022-03-17,23,15,24,27,59,329,0,0
2022-03-16,15,10,22,25,52,327,0,0
2022-03-15,10,11,18,33,59,321,0,0
2022-03-14,6,19,12,31,60,320,0,0
2022-03-13,12,28,18,28,58,320,0,0
2022-03-12,21,16,19,25,59,318,0,0
2022-03-11,20,16,21,29,67,316,0,0
2022-03-10,14,22,20,29,64,317,0,0
2022-03-09,21,18,18,28,63,314,0,0
2022-03-08,16,15,19,29,67,316,0,0
2022-03-07,11,25,20,29,67,315,0,0
2022-03-06,11,26,19,27,67,318,0,0
2022-03-05,25,15,16,25,62,319,0,0
2022-03-04,19,19,15,31,62,319,0,0
2022-03-03,17,24,17,31,68,321,0,0
2022-03-02,26,14,20,32,63,323,0,0
2022-03-01,15,11,21,36,63,325,0,0
2022-02-28,12,22,22,37,57,328,0,0
2022-02-27,14,18,17,42,59,328,0,0
2022-02-26,19,17,19,43,66,324,0,0
2022-02-25,11,25,24,35,69,326,0,0
2022-02-24,22,19,35,35,67,325,0,0
2022-02-23,20,14,33,36,69,321,0,0
2022-02-22,18,25,28,37,69,322,0,0
2022-02-21,14,30,20,30,67,320,0,0
2022-02-20,18,35,26,34,72,318,0,0
2022-02-19,22,29,27,37,69,328,0,0
2022-02-18,27,22,25,37,74,326,0,0
2022-02-17,16,22,20,33,75,328,0,0
2022-02-16,17,25,25,34,68,336,0,0
2022-02-15,13,22,31,39,71,335,0,0
2022-02-14,16,16,26,37,75,332,0,0
2022-02-13,12,21,26,37,72,335,0,0
2022-02-12,16,29,23,37,67,340,0,0
2022-02-11,23,28,27,40,60,344,0,0
2022-02-10,23,20,19,43,57,346,0,0
2022-02-09,23,26,25,39,60,345,0,0
2022-02-08,14,24,29,36,58,344,0,0
2022-02-07,19,22,30,43,60,347,0,0
2022-02-06,13,22,27,43,59,351,0,0
2022-02-05,16,24,22,37,54,352,0,0
2022-02-04,16,29,24,33,58,348,0,0
2022-02-03,18,27,29,32,53,349,0,0
2022-02-02,22,21,29,37,57,344,0,0
2022-02-01,17,16,25,35,58,348,0,0
2022-01-31,13,30,27,35,56,348,0,0
2022-01-30,13,41,27,34,51,360,0,0
2022-01-29,30,30,29,34,50,362,0,0
2022-01-28,28,24,27,38,57,356,0,0
2022-01-27,15,25,23,32,61,355,0,0
2022-01-26,18,22,24,31,62,352,0,0
2022-01-25,16,18,23,32,62,354,0,0
2022-01-24,16,29,25,36,62,352,0,0
2022-01-23,18,23,19,32,64,350,0,0
2022-01-22,22,26,21,32,65,350,0,0
2022-01-21,21,33,25,32,67,349,0,0
2022-01-20,28,19,26,33,64,354,0,0
2022-01-19,16,18,23,37,70,358,0,0
2022-01-18,17,30,30,32,66,359,0,0
2022-01-17,13,34,35,33,67,359,0,0
2022-01-16,22,23,34,35,72,355,0,0
2022-01-15,16,33,31,33,76,356,0,0
2022-01-14,23,35,23,25,82,355,0,0
2022-01-13,21,34,23,23,75,352,0,0
2022-01-12,20,37,27,36,74,348,0,0
2022-01-11,25,20,22,35,71,346,0,0
2022-01-10,15,16,22,42,75,342,0,0
2022-01-09,9,23,19,45,78,337,0,0
2022-01-08,14,28,20,50,77,336,0,0
2022-01-07,22,16,10,54,78,335,0,0
2022-01-06,16,17,12,47,73,336,0,0
2022-01-05,9,23,28,44,77,332,0,0
2022-01-04,22,10,41,42,78,329,0,0
2022-01-03,7,7,47,43,81,324,0,0
2022-01-02,6,15,33,43,73,327,0,0
2022-01-01,8,40,24,45,67,329,0,0
2021-12-31,14,44,25,52,66,326,0,0
2021-12-30,29,30,20,48,63,328,0,0
2021-12-29,24,22,29,48,58,325,0,0
2021-12-28,17,19,27,52,57,323,0,0
2021-12-27,14,23,32,51,58,320,0,0
2021-12-26,6,22,27,39,55,318,0,0
2021-12-25,20,17,30,35,52,315,0,0
2021-12-24,10,24,30,34,54,310,0,0
2021-12-23,14,31,32,32,53,312,0,0
2021-12-22,18,20,24,27,56,307,0,0
2021-12-21,19,23,23,26,51,308,0,0
2021-12-20,9,27,24,30,48,307,0,0
2021-12-19,21,24,28,28,47,301,0,0
2021-12-18,28,19,24,32,49,304,0,0
2021-12-17,12,37,24,29,51,302,0,0
2021-12-16,18,36,21,29,49,300,0,0
2021-12-15,39,27,17,36,50,301,0,0
2021-12-14,20,25,15,29,48,301,0,0
2021-12-13,14,25,22,28,51,297,0,0
2021-12-12,24,21,22,20,50,302,0,0
2021-12-11,19,33,34,27,52,307,0,0
2021-12-10,19,21,26,27,50,312,0,0
2021-12-09,19,20,21,26,46,316,0,0
2021-12-08,13,28,17,33,48,316,0,0
2021-12-07,16,32,14,31,46,316,0,0
2021-12-06,21,26,18,31,46,316,0,0
2021-12-05,21,16,21,29,49,319,0,0
2021-12-04,13,15,23,29,47,321,0,0
2021-12-03,16,20,24,29,56,317,0,0
2021-12-02,12,21,22,24,55,317,0,0
2021-12-01,15,28,26,28,50,319,0,0
2021-11-30,19,28,20,28,52,317,0,0
2021-11-29,21,25,17,29,54,317,0,0
