is:open created:{{param|relative_date}},>1|today,3..1|last 3 days,7..4|last week,14..8|last 2 weeks,30..15|last month,90..31|last 3 months,180..91|last 6 months,<180|more than 6 months
2020-09-19,27,43,19,36,65,139,0,0
2020-09-17,19,25,17,38,61,135,0,0
2020-09-16,32,26,16,43,64,135,0,0
2020-09-15,18,26,21,42,62,136,0,0
2020-09-14,15,18,27,48,56,134,0,0
2020-09-13,21,16,21,54,52,132,0,0
2020-09-12,11,24,22,54,50,134,0,0
2020-09-11,13,22,24,52,56,132,0,0
2020-09-10,18,26,31,45,59,130,0,0
2020-09-09,20,25,33,39,56,133,0,0
2020-09-08,17,25,33,35,54,133,0,0
2020-09-07,14,42,32,27,55,132,0,0
2020-09-06,24,44,37,23,53,130,0,0
2020-09-05,32,33,34,25,57,130,0,0
2020-09-04,22,29,31,24,56,130,0,0
2020-09-03,23,28,24,29,56,128,0,0
2020-09-02,24,35,17,30,59,122,0,0
2020-09-01,25,37,20,27,64,119,0,0
2020-08-31,24,36,23,30,66,114,0,0
2020-08-30,27,26,26,35,67,111,0,0
2020-08-29,17,25,21,36,67,112,0,0
2020-08-28,20,29,13,31,66,113,0,0
2020-08-27,22,28,23,28,65,111,0,0
2020-08-26,18,24,24,31,62,110,0,0
2020-08-25,16,16,22,29,65,110,0,0
2020-08-24,20,20,19,28,68,109,0,0
2020-08-23,13,20,22,27,63,114,0,0
2020-08-22,23,23,19,29,65,112,0,0
2020-08-21,15,23,17,28,66,111,0,0
2020-08-20,23,19,17,23,59,108,0,0
2020-08-19,18,24,21,29,61,103,0,0
2020-08-18,22,26,23,32,53,102,0,0
2020-08-17,16,22,24,43,54,98,0,0
2020-08-16,18,22,19,47,48,102,0,0
2020-08-15,18,25,17,52,46,103,0,0
2020-08-14,22,29,14,55,47,109,0,0
2020-08-13,28,22,15,46,54,106,0,0
2020-08-12,22,19,27,41,53,104,0,0
2020-08-11,24,21,35,36,54,105,0,0
2020-08-10,24,11,43,33,52,104,0,0
2020-08-09,22,16,40,30,52,100,0,0
2020-08-08,15,29,36,32,58,98,0,0
2020-08-07,19,42,27,30,57,100,0,0
2020-08-06,27,36,24,34,53,98,0,0
2020-08-05,30,33,14,29,50,97,0,0
2020-08-04,30,28,19,28,44,96,0,0
2020-08-03,20,18,20,30,44,92,0,0
2020-08-02,20,21,29,35,44,88,0,0
2020-08-01,22,14,25,39,48,88,0,0
2020-07-31,17,14,20,34,48,88,0,0
2020-07-30,15,29,22,30,50,85,0,0
2020-07-29,22,26,22,26,46,88,0,0
2020-07-28,18,21,23,27,45,88,0,0
2020-07-27,16,19,23,27,48,88,0,0
2020-07-26,17,19,21,21,49,90,0,0
2020-07-25,8,21,23,21,45,92,0,0
2020-07-24,22,22,22,26,40,97,0,0
2020-07-23,23,25,19,27,44,95,0,0
2020-07-22,19,26,15,25,45,97,0,0
2020-07-21,21,28,17,21,45,100,0,0
2020-07-20,26,17,17,23,47,96,0,0
2020-07-19,15,13,15,27,46,96,0,0
2020-07-18,16,14,12,29,41,98,0,0
2020-07-17,15,19,13,32,38,103,0,0
2020-07-16,21,20,24,40,39,105,0,0
2020-07-15,13,14,27,47,39,104,0,0
2020-07-14,15,17,24,47,43,104,0,0
2020-07-13,9,21,17,42,40,103,0,0
2020-07-12,12,29,21,39,36,101,0,0
2020-07-11,14,28,32,38,31,104,0,0
2020-07-10,20,26,33,37,33,104,0,0
2020-07-09,20,27,29,33,35,102,0,0
2020-07-08,14,28,27,28,34,100,0,0
2020-07-07,22,24,24,26,38,97,0,0
2020-07-06,20,27,21,22,38,96,0,0
2020-07-05,14,29,21,13,32,97,0,0
2020-07-04,21,24,28,17,36,93,0,0
2020-07-03,19,18,26,18,37,92,0,0
2020-07-02,14,24,25,22,38,93,0,0
2020-07-01,16,26,21,23,37,95,0,0
2020-06-30,13,30,17,24,36,94,0,0
2020-06-29,15,26,14,27,35,94,0,0
2020-06-28,23,20,14,22,35,94,0,0
2020-06-27,19,16,19,23,36,92,0,0
2020-06-26,13,24,26,26,40,95,0,0
2020-06-25,16,21,22,21,44,90,0,0
2020-06-24,22,22,17,21,48,87,0,0
2020-06-23,15,29,17,19,47,90,0,0
2020-06-22,21,25,17,20,46,89,0,0
2020-06-21,18,16,17,25,51,89,0,0
2020-06-20,14,23,19,25,59,89,0,0
2020-06-19,16,29,29,32,61,96,0,0
2020-06-18,18,22,24,38,57,96,0,0
2020-06-17,14,20,19,37,61,92,0,0
2020-06-16,17,21,15,34,59,91,0,0
2020-06-15,17,25,16,34,65,89,0,0
2020-06-14,14,19,22,33,56,89,0,0
2020-06-13,17,14,24,35,55,87,0,0
2020-06-12,15,15,26,32,48,87,0,0
2020-06-11,12,27,33,40,52,90,0,0
2020-06-10,19,27,31,39,45,89,0,0
2020-06-09,21,23,23,43,46,86,0,0
2020-06-08,17,25,20,46,48,84,0,0
2020-06-07,20,34,22,36,46,81,0,0
2020-06-06,18,27,28,39,46,81,0,0
2020-06-05,21,19,26,32,41,82,0,0
2020-06-04,15,17,29,37,39,82,0,0
2020-06-03,14,21,23,29,41,82,0,0
2020-06-02,20,29,30,22,43,74,0,0
2020-06-01,25,24,25,27,45,72,0,0
2020-05-31,23,29,25,23,44,69,0,0
2020-05-30,18,30,22,32,48,72,0,0
2020-05-29,26,35,22,26,50,69,0,0
2020-05-28,19,32,30,23,47,69,0,0
2020-05-27,25,23,27,27,47,70,0,0
2020-05-26,18,21,27,23,52,67,0,0
2020-05-25,15,21,21,25,48,67,0,0
2020-05-24,15,26,20,25,47,63,0,0
2020-05-23,17,32,23,28,49,61,0,0
2020-05-22,23,27,22,35,51,60,0,0
2020-05-21,21,20,17,34,52,63,0,0
2020-05-20,14,22,14,30,52,62,0,0
2020-05-19,14,23,18,32,54,63,0,0
2020-05-18,15,18,21,30,44,61,0,0
2020-05-17,19,13,23,36,41,59,0,0
2020-05-16,12,18,27,41,45,57,0,0
2020-05-15,13,21,26,40,45,60,0,0
2020-05-14,15,25,24,42,41,60,0,0
2020-05-13,19,18,16,43,41,61,0,0
2020-05-12,12,31,19,39,37,61,0,0
2020-05-11,16,26,21,30,35,59,0,0
2020-05-10,20,16,33,29,35,61,0,0
2020-05-09,13,17,33,23,36,61,0,0
2020-05-08,15,18,32,30,34,61,0,0
2020-05-07,13,21,18,27,31,60,0,0
2020-05-06,15,34,22,31,37,58,0,0
2020-05-04,23,23,20,21,37,55,0,0
2020-05-03,17,23,18,26,38,52,0,0
2020-05-02,30,18,16,25,38,55,0,0
2020-05-01,10,19,22,23,38,54,0,0
2020-04-30,18,12,23,23,39,57,0,0
2020-04-29,11,19,27,26,37,56,0,0
2020-04-28,14,23,20,31,35,58,0,0
2020-04-27,16,22,16,30,34,59,0,0
2020-04-26,13,29,14,23,31,60,0,0
2020-04-25,24,32,22,24,31,60,0,0
2020-04-24,22,22,24,23,33,59,0,0
2020-04-23,25,15,26,25,33,59,0,0
2020-04-22,18,20,22,24,31,59,0,0
2020-04-21,10,26,22,24,29,60,0,0
2020-04-20,16,24,13,25,28,59,0,0
2020-04-19,23,24,14,24,28,60,0,0
2020-04-18,15,22,16,19,25,59,0,0
2020-04-17,25,14,21,22,27,60,0,0
2020-04-16,12,15,19,26,30,60,0,0
2020-04-15,16,15,19,27,30,61,0,0
2020-04-14,12,13,13,32,26,62,0,0
2020-04-13,12,21,16,34,26,62,0,0
2020-04-12,14,21,18,30,27,61,0,0
2020-04-11,17,13,16,27,24,63,0,0
2020-04-10,12,17,16,29,25,74,0,0
2020-04-09,13,25,18,27,28,74,0,0
2020-04-08,20,17,20,24,27,73,0,0
2020-04-07,20,17,24,18,28,73,0,0
2020-04-06,12,20,26,19,30,74,0,0
2020-04-05,19,21,22,17,31,74,0,0
2020-04-04,11,20,15,12,34,72,0,0
2020-04-03,25,22,13,12,31,74,0,0
2020-04-02,14,30,17,19,29,75,0,0
2020-04-01,25,23,16,19,28,78,0,0
2020-03-31,26,10,11,21,25,80,0,0
2020-03-30,6,15,8,24,26,82,0,0
2020-03-29,10,16,10,25,26,84,0,0
2020-03-28,15,12,11,27,25,85,0,0
2020-03-27,11,9,12,23,31,88,0,0
2020-03-26,16,11,16,18,33,86,0,0
2020-03-25,17,12,18,19,30,84,0,0
2020-03-24,13,21,23,21,31,88,0,0
2020-03-23,16,22,21,25,34,91,0,0
2020-03-22,31,21,18,23,34,92,0,0
2020-03-21,18,30,19,25,32,95,0,0
2020-03-20,24,21,14,29,32,92,0,0
2020-03-19,17,20,17,30,33,95,0,0
2020-03-18,12,16,23,25,33,96,0,0
2020-03-17,13,14,31,27,34,95,0,0
2020-03-16,8,19,33,26,36,97,0,0
2020-03-15,18,18,24,25,42,94,0,0
2020-03-14,10,24,16,24,42,94,0,0
2020-03-13,14,27,16,18,40,92,0,0
2020-03-12,19,19,22,18,37,94,0,0
2020-03-11,18,18,29,25,41,90,0,0
2020-03-10,15,19,27,27,38,92,0,0
2020-03-09,12,19,22,28,41,85,0,0
2020-03-08,17,29,19,35,42,84,0,0
2020-03-07,19,31,15,32,43,85,0,0
2020-03-06,20,31,15,27,43,84,0,0
2020-03-05,24,18,18,22,42,84,0,0
2020-03-04,17,15,22,20,43,83,0,0
2020-03-03,18,14,21,19,44,83,0,0
2020-03-02,15,16,19,15,43,86,0,0
2020-03-01,14,23,21,17,48,80,0,0
2020-02-29,18,18,19,21,46,78,0,0
2020-02-28,16,22,19,25,48,78,0,0
2020-02-27,18,18,12,25,46,81,0,0
2020-02-26,15,23,10,22,47,84,0,0
2020-02-25,21,20,12,22,41,83,0,0
2020-02-24,14,19,14,23,39,82,0,0
2020-02-23,14,14,16,25,32,82,0,0
2020-02-22,18,9,12,30,31,83,0,0
2020-02-21,6,13,13,28,28,82,0,0
2020-02-20,11,13,13,33,29,83,0,0
2020-02-19,11,16,17,32,28,81,0,0
2020-02-18,14,18,15,28,29,83,0,0
2020-02-17,11,20,15,24,31,81,0,0
2020-02-16,14,17,19,20,31,81,0,0
2020-02-15,15,15,25,22,24,85,0,0
2020-02-14,15,15,20,28,22,84,0,0
2020-02-13,15,20,18,27,21,84,0,0
2020-02-12,16,29,14,29,25,84,0,0
2020-02-11,20,29,18,28,25,85,0,0
2020-02-10,22,20,17,26,26,89,0,0
2020-02-09,19,17,18,26,29,86,0,0
2020-02-08,9,15,17,14,31,86,0,0
2020-02-07,18,15,25,14,31,87,0,0
2020-02-06,16,20,27,14,29,85,0,0
2020-02-05,14,21,24,19,36,79,0,0
2020-02-04,15,17,12,20,37,76,0,0
2020-02-03,12,27,9,21,35,77,0,0
2020-02-02,19,27,8,24,35,74,0,0
2020-02-01,20,15,7,24,38,75,0,0
2020-01-31,15,11,9,21,40,76,0,0
2020-01-30,11,6,10,18,43,74,0,0
2020-01-29,13,10,17,20,42,74,0,0
2020-01-28,14,9,19,20,40,72,0,0
2020-01-27,6,11,20,21,43,70,0,0
2020-01-26,9,17,15,19,43,68,0,0
2020-01-25,16,20,17,21,41,68,0,0
2020-01-24,12,21,12,21,43,67,0,0
2020-01-23,19,21,12,20,40,67,0,0
2020-01-22,16,17,11,21,37,68,0,0
2020-01-21,16,13,16,22,34,67,0,0
2020-01-20,8,18,15,28,30,68,0,0
2020-01-19,12,16,17,29,31,67,0,0
2020-01-18,13,15,15,32,30,70,0,0
2020-01-17,17,15,14,33,31,71,0,0
2020-01-16,9,18,16,30,31,73,0,0
2020-01-15,25,13,20,30,29,72,0,0
2020-01-14,11,17,21,27,31,68,0,0
2020-01-13,15,16,25,29,30,66,0,0
2020-01-12,11,17,24,30,29,66,0,0
2020-01-11,13,21,26,29,29,68,0,0
2020-01-10,18,19,21,28,32,73,0,0
2020-01-09,19,28,18,30,32,74,0,0
2020-01-08,18,26,19,24,32,73,0,0
2020-01-07,24,22,21,18,34,71,0,0
2020-01-06,16,18,27,17,35,73,0,0
2020-01-05,13,19,25,14,35,70,0,0
2020-01-04,17,23,20,15,34,71,0,0
2020-01-03,16,26,13,16,34,70,0,0
2019-12-28,12,19,14,22,30,67,0,0
2019-12-27,10,17,14,20,33,65,0,0
2019-12-26,10,13,15,22,33,66,0,0
2019-12-25,10,9,12,22,31,66,0,0
2019-12-24,10,12,9,22,32,67,0,0
2019-12-23,11,12,8,14,32,64,0,0
2019-12-22,11,12,16,16,32,68,0,0
2019-12-21,10,15,21,23,32,68,0,0
2019-12-20,13,10,21,27,38,65,0,0
2019-12-19,12,12,14,25,32,66,0,0
2019-12-18,6,24,14,27,32,64,0,0
2019-12-17,11,18,12,28,32,63,0,0
2019-12-16,23,10,10,23,31,62,0,0
2019-12-15,5,15,12,22,28,62,0,0
2019-12-14,10,15,17,21,27,63,0,0
2019-12-13,15,14,23,22,28,63,0,0
2019-12-12,15,7,17,23,31,62,0,0
2019-12-11,10,19,17,25,32,63,0,0
2019-12-10,9,30,13,27,33,62,0,0
2019-12-09,17,24,19,22,32,60,0,0
2019-12-08,17,13,18,20,32,58,0,0
2019-12-07,17,16,16,21,31,60,0,0
2019-12-06,9,28,21,20,30,60,0,0
2019-12-05,21,19,21,21,29,58,0,0
2019-12-04,15,17,21,23,31,59,0,0
2019-12-03,14,21,17,20,32,58,0,0
2019-12-02,15,21,18,21,36,57,0,0
2019-12-01,17,25,18,20,33,56,0,0
2019-11-23,0,42,18,29,39,54,0,0
2019-11-22,0,34,16,35,34,54,0,0
2019-11-21,0,37,13,35,33,55,0,0
2019-11-20,0,31,19,33,36,53,0,0
2019-11-19,0,29,24,35,32,54,0,0
2019-11-18,0,22,27,31,31,56,0,0
2019-11-17,0,29,32,30,34,56,0,0
2019-11-16,0,30,36,27,33,57,0,0
2019-11-15,0,46,28,27,31,57,0,0
2019-11-14,0,46,26,25,29,57,0,0
2019-11-13,0,44,29,25,29,58,0,0
2019-11-12,0,42,28,23,28,58,0,0
2019-11-11,0,38,23,24,27,57,0,0
2019-11-10,0,34,24,26,28,59,0,0
2019-11-09,1,30,24,28,27,60,0,0
2019-11-08,10,26,21,29,25,57,0,0
2019-11-07,0,37,27,34,27,60,0,0
2019-11-06,0,45,27,36,24,61,0,0
2019-11-04,17,38,30,31,23,59,0,0
2019-11-03,15,28,31,31,23,58,0,0
2019-11-02,10,27,26,34,22,59,0,0
2019-11-01,14,25,25,30,21,59,0,0
2019-10-31,11,33,29,24,25,58,0,0
2019-10-30,19,26,30,22,25,60,0,0
2019-10-29,13,20,28,21,24,61,0,0
2019-10-28,17,26,26,24,30,58,0,0
2019-10-27,9,32,21,25,29,59,0,0
2019-10-26,12,35,15,28,29,59,0,0
2019-10-25,24,31,22,22,28,61,0,0
2019-10-24,25,28,21,27,28,62,0,0
2019-10-23,15,26,23,26,28,68,0,0
2019-10-22,18,23,25,27,28,68,0,0
2019-10-21,16,23,21,25,30,66,0,0
2019-10-20,18,26,19,24,31,66,0,0
2019-10-19,14,31,17,25,30,67,0,0
2019-10-18,23,35,22,32,28,65,0,0
2019-10-17,19,21,24,30,27,64,0,0
2019-10-16,16,18,26,31,23,68,0,0
2019-10-15,12,23,33,27,24,68,0,0
2019-10-14,10,33,28,26,24,69,0,0
2019-10-13,17,32,27,22,24,68,0,0
2019-10-12,15,38,23,26,21,68,0,0
2019-10-11,18,42,23,23,20,72,0,0
2019-10-10,16,31,24,19,23,72,0,0
2019-10-09,14,26,28,13,25,71,0,0
2019-10-08,16,25,28,13,24,72,0,0
2019-10-07,12,35,23,15,26,69,0,0
2019-10-06,19,38,17,21,23,70,0,0
2019-10-05,18,43,16,22,21,69,0,0
2019-10-04,23,27,13,22,25,70,0,0
2019-10-03,18,22,14,27,23,72,0,0
2019-10-02,21,15,16,26,22,73,0,0
2019-10-01,19,20,22,23,22,72,0,0
2019-09-30,18,23,25,20,23,75,0,0
2019-09-29,8,23,24,19,24,77,0,0
2019-09-28,15,27,27,16,31,77,0,0
2019-09-27,17,33,21,19,29,77,0,0
2019-09-26,19,32,17,22,28,75,0,0
2019-09-25,15,25,17,20,28,73,0,0
2019-09-24,18,28,17,25,30,74,0,0
2019-09-23,16,17,18,26,28,72,0,0
2019-09-22,12,17,14,29,29,72,0,0
2019-09-21,14,21,11,30,30,68,0,0
2019-09-20,11,20,14,28,35,66,0,0
2019-09-19,16,18,15,24,38,63,0,0
2019-09-18,11,13,17,24,35,64,0,0
2019-09-17,11,17,23,23,36,64,0,0
2019-09-16,17,15,23,20,37,61,0,0
2019-09-15,7,24,23,21,39,65,0,0
2019-09-14,15,23,23,18,37,68,0,0
2019-09-13,18,28,22,20,36,68,0,0
2019-09-12,10,26,18,21,35,69,0,0
2019-09-11,12,25,15,18,36,67,0,0
2019-09-10,15,21,17,20,33,67,0,0
2019-09-09,15,21,15,23,35,65,0,0
2019-09-08,12,18,22,22,34,64,0,0
2019-09-07,13,16,24,27,29,65,0,0
2019-09-06,17,20,22,26,30,64,0,0
2019-09-05,14,23,23,29,27,65,0,0
2019-09-04,13,34,22,34,24,68,0,0
2019-09-03,15,30,21,33,21,68,0,0
2019-09-02,10,32,22,28,24,66,0,0
2019-09-01,17,24,19,30,20,66,0,0
2019-08-31,15,16,25,26,20,65,0,0
2019-08-30,11,19,22,25,22,64,0,0
2019-08-29,8,17,22,21,23,66,0,0
2019-08-28,11,29,26,19,21,68,0,0
2019-08-27,19,25,21,15,21,69,0,0
2019-08-26,11,26,20,17,21,70,0,0
2019-08-25,9,26,20,13,21,70,0,0
2019-08-24,19,19,17,14,19,71,0,0
2019-08-23,6,22,14,17,17,69,0,0
2019-08-22,13,13,14,17,19,67,0,0
2019-08-21,9,17,11,16,19,68,0,0
2019-08-20,14,14,12,14,21,66,0,0
2019-08-19,11,14,12,14,25,69,0,0
2019-08-18,9,12,12,16,25,71,0,0
2019-08-17,8,13,13,16,25,74,0,0
2019-08-16,8,17,17,13,25,77,0,0
2019-08-15,12,20,14,15,26,79,0,0
2019-08-14,17,24,11,20,25,79,0,0
2019-08-13,16,24,12,20,27,79,0,0
2019-08-12,16,17,7,20,28,78,0,0
2019-08-11,13,15,10,17,28,81,0,0
2019-08-10,11,16,11,16,31,78,0,0
2019-08-09,15,13,11,17,32,77,0,0
2019-08-08,8,13,12,18,34,76,0,0
2019-08-07,11,19,15,18,31,75,0,0
2019-08-06,11,19,16,21,30,77,0,0
2019-08-05,19,15,17,21,37,81,0,0
2019-08-04,10,14,16,25,33,82,0,0
2019-08-03,8,17,12,26,33,83,0,0
2019-08-02,10,21,14,27,33,83,0,0
2019-08-01,12,17,16,26,34,83,0,0
2019-07-31,13,12,21,21,35,81,0,0
2019-07-30,11,13,22,21,35,80,0,0
2019-07-29,11,15,20,24,35,82,0,0
2019-07-28,15,17,20,23,39,80,0,0
2019-07-27,9,24,18,26,37,82,0,0
2019-07-26,7,28,18,23,37,85,0,0
2019-07-25,20,30,21,29,40,91,0,0
2019-07-24,18,22,28,26,38,93,0,0
2019-07-23,19,24,32,27,38,93,0,0
2019-07-22,8,30,24,30,37,95,0,0
2019-07-21,12,33,26,33,33,102,0,0
2019-07-20,11,33,22,28,32,103,0,0
2019-07-19,15,30,15,27,34,101,0,0
2019-07-18,6,28,20,26,32,100,0,0
2019-07-17,16,31,21,26,31,99,0,0
2019-07-16,16,24,23,23,30,98,0,0
2019-07-15,17,26,23,24,32,95,0,0
2019-07-14,11,27,20,20,34,93,0,0
2019-07-13,11,23,21,19,38,89,0,0
2019-07-12,14,29,19,21,37,89,0,0
2019-07-11,15,19,18,19,37,89,0,0
2019-07-10,8,28,18,16,40,88,0,0
2019-07-09,18,25,20,18,37,88,0,0
2019-07-08,9,26,22,15,37,90,0,0
2019-07-07,17,21,19,19,35,88,0,0
2019-07-06,12,23,16,20,39,90,0,0
2019-07-05,9,23,21,17,42,88,0,0
2019-07-04,17,26,18,26,42,85,0,0
2019-07-03,15,30,20,28,38,85,0,0
2019-07-02,16,25,29,28,38,84,0,0
2019-07-01,12,22,26,27,42,83,0,0
2019-06-30,12,29,21,29,43,81,0,0
2019-06-29,12,24,20,30,45,78,0,0
2019-06-28,11,26,18,31,42,79,0,0
2019-06-27,15,28,22,31,41,76,0,0
2019-06-26,21,23,22,29,40,73,0,0
2019-06-25,12,19,22,28,38,72,0,0
2019-06-24,10,24,18,32,38,74,0,0
2019-06-23,13,22,16,30,38,77,0,0
2019-06-22,15,21,18,25,39,77,0,0
2019-06-21,13,20,19,23,43,78,0,0
2019-06-20,14,14,24,20,42,79,0,0
2019-06-19,11,12,28,18,39,81,0,0
2019-06-18,10,19,28,20,40,82,0,0
2019-06-17,3,33,23,21,38,78,0,0
2019-06-16,13,29,23,20,38,77,0,0
